text,clean_text,true_label,svm_pred,lr_pred,bert_pred,ensemble_pred,ensemble_correct
“Self-Portrait” by Leonard Cohen and “Self-Portrait” by GNAY via @user,self portrait by leonard cohen and self portrait by gnay via,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user @user we should all refuse to let them call themselves this new cleaned up label They are NEO NAZI WHITE SUPREMACISTS . Evil,we should all refuse to let them call themselves this new cleaned up label they are neo nazi white supremacists evil,Negative,Negative,Negative,Negative,Negative,True
I didn't think that I would love it as much as I did but #FantasticBeasts has become one of my favourite movies 😊,didn think that would love it as much as did but fantasticbeasts has become one of my favourite movies,Positive,Positive,Positive,Positive,Positive,True
#UnitedNations planned #GunGrab. #NRA #SecondAmendment #MolonLabe #ComeAndTakeIt #MichaelBloomberg,unitednations planned gungrab nra secondamendment molonlabe comeandtakeit michaelbloomberg,Neutral,Neutral,Neutral,Neutral,Neutral,True
Step aside self-driving cars: #linksomnia,step aside self driving cars linksomnia,Neutral,Neutral,Neutral,Neutral,Neutral,True
#Microsoft Joins The #Linux Foundationhttps://t.co/uc7CbNo401,microsoft joins the linux foundation,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user @user we are not giving Steve Bannon a pass!,we are not giving steve bannon pass,Negative,Neutral,Negative,Neutral,Neutral,False
Instead we must really reduce dependence on fossil fuels but then no one really cares...,instead we must really reduce dependence on fossil fuels but then not one really cares,Negative,Negative,Negative,Negative,Negative,True
No fan of McConnell; surprised at failure to respond to #ministerofpropaganda 7:27 in video.  Maybe he's human.,not fan of mcconnell surprised at failure to respond to ministerofpropaganda in video maybe he human,Neutral,Neutral,Neutral,Neutral,Neutral,True
How to Have Glowing #skins #skinnydip #skintight #BeautyAndTheBeast…,how to have glowing skins skinnydip skintight beautyandthebeast,Neutral,Positive,Neutral,Neutral,Neutral,True
This is  what democracy should look like.LIKE AND SHARE,this is what democracy should look like like and share,Positive,Negative,Negative,Positive,Positive,True
"@user what kind of natural disasters would such fossil fuels create, ex: contamination of the water streams it runs through",what kind of natural disasters would such fossil fuels create ex contamination of the water streams it runs through,Negative,Negative,Negative,Negative,Negative,True
"#whatif when #trump becomes prez, they brief him abt 9/11: he gets so pissed he blows th cover to the country. nazis & liberals be like WHOA",whatif when trump becomes prez they brief him abt he gets so pissed he blows th cover to the country nazis liberals be like whoa,Negative,Negative,Negative,Negative,Negative,True
"There's nothing new about the so-called ""alt right."" They're just the latest dressed up white supremacists.",there nothing new about the so called alt right they re just the latest dressed up white supremacists,Negative,Neutral,Negative,Negative,Negative,True
I can't even imagine why@realDonaldTrump would want  Romney when he promised to #draintheswamp,can even imagine why would want romney when he promised to draintheswamp,Negative,Negative,Negative,Negative,Negative,True
BREAKING: Nike Mercurial Superfly Discovery - The Making of Cristiano Ronaldo's New Boots in Italy:,breaking nike mercurial superfly discovery the making of cristiano ronaldo new boots in italy,Neutral,Neutral,Neutral,Neutral,Neutral,True
"""How do you do, fellow alt-Rightists? Say, any of you revolutionaries up for an op against a designated target late…",how do you do fellow alt rightists say any of you revolutionaries up for an op against designated target late,Negative,Neutral,Negative,Negative,Negative,True
NAZI Democrats will plant fake news with no videos-or audio recordings-for verification and claim they are true-they are not-its a strategy,nazi democrats will plant fake news with not videos or audio recordings for verification and claim they are true they are not its strategy,Negative,Negative,Negative,Negative,Negative,True
Assault on St. Valentines – a Reviewhttps://t.co/WPL4pr7qps #bookreview #politicallyincorrect,assault on st valentines review bookreview politicallyincorrect,Neutral,Positive,Positive,Neutral,Neutral,True
"The New Yorker, Nov 16, 2015:  ""The Hispanics love me,"" despite that he proposes building a wall on the Mexican border....#DonaldTrumpQuotes",the new yorker nov the hispanics love me despite that he proposes building wall on the mexican border donaldtrumpquotes,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user @user That's the Galaxy Note 7. We don't speak of it.,that the galaxy note we has speak of it,Negative,Positive,Positive,Neutral,Neutral,False
Microsoft joins the Linux Foundation | Really glad to see this. Hopefully it bodes well for Window's future,microsoft joins the linuxfoundation really glad to see this hopefully it bodes well for window future,Positive,Positive,Positive,Positive,Positive,True
"#GilmoreGirlsTop4 4. Mrs. Kim 3. Emily 2. Luke 1. Paris, without a doubt!",gilmoregirlstop mrs kim emily luke paris without doubt,Neutral,Neutral,Neutral,Neutral,Neutral,True
"if it's any consolation - a lot of ""rank n file"" (lmao) alt-rightists seem furious at spencer right now",if it any consolation lot of rank file lmao alt rightists seem furious at spencer right now,Negative,Neutral,Neutral,Negative,Negative,True
Meanwhile in America...https://t.co/G8J9pAlq3m#TrumpLand,meanwhile in america,Neutral,Positive,Neutral,Neutral,Neutral,True
#jocox  supporter of #hamas and #fabian and #hoax death to try and stop #brexitthe #remain cancer lost,jocox supporter of hamas and fabian and hoax death to try and stop brexitthe remain cancer lost,Negative,Negative,Negative,Negative,Negative,True
@user @user Or why other civilised nations have incredibly tight gun control laws?,or why other civilised nations have incredibly tight gun control laws,Neutral,Neutral,Neutral,Neutral,Neutral,True
When fake Ua activist @user buys fake followers then has the cheek to call out fakers on @user,when fake ua activist buys fake followers then has the cheek to call out fakers on,Negative,Neutral,Negative,Negative,Negative,True
"@user  Seems he has a hand in treehugger shit, be it scam or otherwise.",seems he has hand in treehugger shit be it scam or otherwise,Negative,Neutral,Negative,Negative,Negative,True
"A pretty well-rounded article; Kim Jong-un is only interested in longevity, as i wrote here:",pretty well rounded article kim jong un is only interested in longevity as wrote here,Neutral,Neutral,Neutral,Neutral,Neutral,True
This car smells like piss 😷😷😷 #uber,this car smells like piss uber,Negative,Neutral,Negative,Negative,Negative,True
"Ireland's economic fortunes look good - but Brexit, EU tax rules and housing are wildcards",ireland economic fortunes look good but brexit eu tax rules and housing are wildcards,Neutral,Neutral,Neutral,Neutral,Neutral,True
DIANA LET ME BE THE ONE TO LIGHT A FIRE INSIDE THOSE EYES. #onedirection #3YearsofMidnightMemories,diana let me be the one to light fire inside those eyes onedirection yearsofmidnightmemories,Positive,Neutral,Neutral,Positive,Positive,True
Good article by @user about the theoretical difficulties of deep learning. #datascience #deeplearning #AI,good article by about the theoretical difficulties of deep learning datascience deeplearning ai,Positive,Positive,Positive,Positive,Positive,True
"#TrumpTransitionTeam no matter who get hired or what happens, GOD is still in control 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",trumptransitionteam not matter who get hired or what happens god is still in control,Neutral,Negative,Negative,Neutral,Neutral,True
I'm so happy right now. @user @user @user #FantasticBeasts,so happy right now fantasticbeasts,Positive,Positive,Positive,Positive,Positive,True
Then there is Ben Carson,then there is ben carson,Neutral,Neutral,Neutral,Neutral,Neutral,True
"@user @user @user @user Give these Deplorables an inch, they take the whole damn country...",give these deplorables an inch they take the whole damn country,Negative,Neutral,Negative,Negative,Negative,True
"morning, sluts. #ScreamQueens",morning sluts screamqueens,Negative,Positive,Positive,Positive,Positive,False
I am thankful that #ScreamQueens is back ... have 2 episodes to catch up on 😂🙃,am thankful that screamqueens is back have episodes to catch up on,Positive,Positive,Positive,Positive,Positive,True
Zionists sink the SS Patria in 1940 murdering 267 people #gaza #palestine #israel #BDS,zionists sink the ss patria in murdering people gaza palestine israel bds,Negative,Neutral,Negative,Negative,Negative,True
Looks like @user is still buying followers using #AuditTheVote as cover post election @user @user @user,looks like is still buying followers using auditthevote as cover post election,Neutral,Negative,Neutral,Neutral,Neutral,True
@user @user May u be blessed with all the happiness which would always elude my life. #TrueHero,may be blessed with all the happiness which would always elude my life truehero,Positive,Positive,Positive,Positive,Positive,True
Is it snowing in Cameron because Grayson Allen is wearing snow boots.,is it snowing in cameron because grayson allen is wearing snow boots,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Black Friday, Steve Bannon yells, ""Not on my watch!""",black friday steve bannon yells not on my watch,Neutral,Positive,Neutral,Neutral,Neutral,True
Barcelona are considering a move for Chelsea's defender Ivanovic (32) in the winter market to reinforce the right-back side #fcblive [ser],barcelona are considering move for chelsea defender ivanovic in the winter market to reinforce the right back side fcblive ser,Neutral,Positive,Positive,Neutral,Neutral,True
"@user sorry but US friendship brings drone strikes, they forget that PAK played biggest role in Russia,s division.",sorry but us friendship brings drone strikes they forget that pak played biggest role in russia division,Neutral,Neutral,Negative,Negative,Negative,False
"Raul:"" I've played with Zidane Ronaldo Figo and Cristiano... But Messi is different. """,raul ve played with zidane ronaldo figo and cristiano but messi is different,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Oh shit , we are playing against sociedad on Sunday at the anoeta 🤔😶#fcblive",oh shit we are playing against sociedad on sunday at the anoeta fcblive,Negative,Neutral,Neutral,Negative,Negative,True
